time step, id0, role0, type0, x0, y0, present0, id1, role1, type1, x1, y1, present1, id2, role2, type2, x2, y2, present2, id3, role3, type3, x3, y3, present3, id4, role4, type4, x4, y4, present4, id5, role5, type5, x5, y5, present5, id6, role6, type6, x6, y6, present6, id7, role7, type7, x7, y7, present7, id8, role8, type8, x8, y8, present8, id9, role9, type9, x9, y9, present9
-1000, 122, others, car, 46.38553017675854, -11.290300360088732, 1, 124, others, car, 26.42859381307463, -12.060634687424562, 1, 125, others, car, 42.22597674916158, 0.3482320767335716, 1, 126, others, car, 6.85409188287995, -0.09287336022554105, 1, 127, agent, car, -7.09373768642717, 0.041347746767888494, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-900, 122, others, car, 46.38553017675854, -11.290300360088732, 1, 124, others, car, 26.772163351698733, -12.524403996596453, 1, 125, others, car, 43.24029156724783, 0.4070321601589202, 1, 126, others, car, 7.498802875118487, -0.05130731053655285, 1, 127, agent, car, -6.351244417413322, 0.03192726540569413, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-800, 122, others, car, 46.38553017675854, -11.290300360088732, 1, 124, others, car, 27.111727203601134, -13.007407506398588, 1, 125, others, car, 44.271427476807, 0.46971179016247033, 1, 126, others, car, 8.125590174442284, -0.011675487385306327, 1, 127, agent, car, -5.609853749841066, 0.024452104084085047, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-700, 122, others, car, 46.38553017675854, -11.290300360088732, 1, 124, others, car, 27.446286720477346, -13.509697193399466, 1, 125, others, car, 45.31848978267171, 0.5342216935667614, 1, 126, others, car, 8.733403155978461, 0.0269687809644234, 1, 127, agent, car, -4.872509652055829, 0.017767684793182192, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-600, 122, others, car, 46.38149470047471, -11.270483323701786, 1, 124, others, car, 27.772897933981977, -14.03242763560953, 1, 125, others, car, 46.383371828314154, 0.602663120117994, 1, 126, others, car, 9.321295147990458, 0.06357486963962616, 1, 127, agent, car, -4.140210772362204, 0.01182203096437165, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-500, 122, others, car, 46.377563177327886, -11.25266358392404, 1, 124, others, car, 28.093506164155933, -14.574496231586828, 1, 125, others, car, 47.46213099708446, 0.673829515237452, 1, 126, others, car, 9.889214173910016, 0.09914142694468647, 1, 127, agent, car, -3.4170036805470834, 0.007405884628138432, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-400, 122, others, car, 46.372217193328225, -11.226906634277897, 1, 124, others, car, 28.40516744265346, -15.137057559341487, 1, 125, others, car, 48.556816562160066, 0.74682618375764, 1, 126, others, car, 10.436213562001031, 0.13261782800661798, 1, 127, agent, car, -2.7048336966515305, 0.003416644343318842, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-300, 122, others, car, 46.36435414703457, -11.191267154722404, 1, 124, others, car, 28.706831144601708, -15.719164947137845, 1, 125, others, car, 49.665327273794794, 0.8235464691506427, 1, 126, others, car, 10.962293312263386, 0.16400407282541474, 1, 127, agent, car, -2.004751445548275, 0.0008009818454622758, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-200, 122, others, car, 46.353870085309474, -11.143747848648502, 1, 124, others, car, 28.99849727000065, -16.320818394975227, 1, 125, others, car, 50.786716460252784, 0.9029397465433711, 1, 126, others, car, 11.467401448128808, 0.19429880970568814, 1, 127, agent, car, -1.3197528721514737, -0.0005970325706091961, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-100, 122, others, car, 46.34071303158466, -11.083350067751578, 1, 124, others, car, 29.280113842281807, -16.941019254549595, 1, 125, others, car, 51.920984121533785, 0.9850060159358138, 1, 126, others, car, 11.950539321292355, 0.22345006207892015, 1, 127, agent, car, -0.6508366247656132, -0.0008293754733899733, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0, 122, others, car, 46.3237803844183, -11.008128491990721, 1, 124, others, car, 29.549683564835732, -17.57987147899751, 1, 125, others, car, 53.06608098446032, 1.0706399724958096, 1, 126, others, car, 12.411758908322883, 0.25045918164041553, 1, 127, agent, car, 0.0, 0.0, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
