time step, id0, role0, type0, x0, y0, present0, id1, role1, type1, x1, y1, present1, id2, role2, type2, x2, y2, present2, id3, role3, type3, x3, y3, present3, id4, role4, type4, x4, y4, present4, id5, role5, type5, x5, y5, present5, id6, role6, type6, x6, y6, present6, id7, role7, type7, x7, y7, present7, id8, role8, type8, x8, y8, present8, id9, role9, type9, x9, y9, present9
-1000, 63, others, car, 67.99816153033102, 3.465629884311035, 1, 65, others, car, 13.122015247095892, 3.7848071093499196, 1, 66, others, car, 51.69464867642756, -5.923242711618916, 1, 67, others, car, 38.78272011581479, -6.495982482919624, 1, 68, others, car, 52.7604275147104, 17.067330736380846, 1, 69, others, car, 4.323751218943648, -0.20809948746913187, 1, 70, agent, car, -10.49596143058357, -0.33356655662361145, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-900, 63, others, car, 68.45259557135591, 4.156552964225035, 1, 65, others, car, 11.919968018448008, 3.9063491189577566, 1, 66, others, car, 51.07327727296531, -5.442378303537502, 1, 67, others, car, 39.0730507875026, -6.567906756132176, 1, 68, others, car, 52.65111376616026, 16.480239172501804, 1, 69, others, car, 5.343333590744504, -0.2615858138772773, 1, 70, agent, car, -9.421513542570146, -0.26734166747228816, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-800, 63, others, car, 68.8917471054002, 4.867261012685461, 1, 65, others, car, 10.713494505594035, 4.015627034301227, 1, 66, others, car, 50.420021669682846, -4.9755280954622005, 1, 67, others, car, 39.38774478472906, -6.645525620525332, 1, 68, others, car, 52.54519903519226, 15.912957875644569, 1, 69, others, car, 6.343232469834481, -0.3262327905662543, 1, 70, agent, car, -8.34673592857531, -0.20743273278398355, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-700, 63, others, car, 69.31781023022674, 5.598185231509245, 1, 65, others, car, 9.501630829065498, 4.112907194206282, 1, 66, others, car, 49.73418432593738, -4.521461869098637, 1, 67, others, car, 39.72776598696226, -6.7291054149245895, 1, 68, others, car, 52.44338086244894, 15.364256627514719, 1, 69, others, car, 7.323714195038898, -0.4010765380672978, 1, 70, agent, car, -7.2745202270044516, -0.15304073608074154, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-600, 63, others, car, 69.72955472754126, 6.348628080053466, 1, 65, others, car, 8.286038408973774, 4.196693041552208, 1, 66, others, car, 49.017693000665865, -4.080712302098712, 1, 67, others, car, 40.09171931291756, -6.816185702741444, 1, 68, others, car, 52.34496170728781, 14.835365646406784, 1, 69, others, car, 8.284081225715667, -0.48488683808610644, 1, 70, agent, car, -6.206362994978602, -0.10582709747337815, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-500, 63, others, car, 70.12698059734363, 7.118589558318167, 1, 65, others, car, 7.0660197046761795, 4.268214794633708, 1, 66, others, car, 48.27151157333681, -3.6535457332882633, 1, 67, others, car, 40.48126618270529, -6.908263041096084, 1, 68, others, car, 52.24967523088286, 14.325321052852074, 1, 69, others, car, 9.224333561864384, -0.5776636906224495, 1, 70, agent, car, -5.144724669086008, -0.06718689824734381, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-400, 63, others, car, 70.50982150080814, 7.90710578683527, 1, 65, others, car, 5.8413083773465155, 4.326508573982259, 1, 66, others, car, 47.4956400439502, -3.2399621626672896, 1, 67, others, car, 40.89378129674644, -7.003574534042203, 1, 68, others, car, 52.15848531270238, 13.833856508024917, 1, 69, others, car, 10.146398962422591, -0.6799397733286257, 1, 70, agent, car, -4.0922305489067075, -0.03535724245580729, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-300, 63, others, car, 70.88000519687134, 8.71364408795229, 1, 65, others, car, 4.61217076581117, 4.372538259066213, 1, 66, others, car, 46.69077595314901, -2.841191808530338, 1, 67, others, car, 41.329797332692635, -7.10019242264301, 1, 68, others, car, 52.07165829157276, 13.361935891393555, 1, 69, others, car, 11.050112564399095, -0.7885571089727557, 1, 70, agent, car, -3.050643530386734, -0.0129634296789094, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-200, 63, others, car, 71.2365678060651, 9.538470800495553, 1, 65, others, car, 3.3786068700697034, 4.406303849885693, 1, 66, others, car, 45.85841585805314, -2.455573250766399, 1, 67, others, car, 41.78835041107574, -7.1978503680721815, 1, 68, others, car, 51.98823028802504, 12.909825541783958, 1, 69, others, car, 11.937135787905461, -0.9050122546757198, 1, 70, agent, car, -2.0196972747002375, 0.0009584195523224537, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-100, 63, others, car, 71.57994053020585, 10.379391826702076, 1, 65, others, car, 2.1415805695908396, 4.427539007614797, 1, 66, others, car, 44.99829341983668, -2.0840703688438307, 1, 67, others, car, 42.268742991252985, -7.295318152035342, 1, 68, others, car, 51.90986272217051, 12.4760289020759, 1, 69, others, car, 12.806771092298597, -1.028074992142587, 1, 70, agent, car, -1.0028160979045662, 0.0052795627786784705, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
