time step, id0, role0, type0, x0, y0, present0, id1, role1, type1, x1, y1, present1, id2, role2, type2, x2, y2, present2, id3, role3, type3, x3, y3, present3, id4, role4, type4, x4, y4, present4, id5, role5, type5, x5, y5, present5, id6, role6, type6, x6, y6, present6, id7, role7, type7, x7, y7, present7, id8, role8, type8, x8, y8, present8, id9, role9, type9, x9, y9, present9
-1000, 117, others, car, 27.486067360791868, 1.9667107153870294, 1, 119, others, car, 19.871080987899337, 1.4049175678116175, 1, 121, others, car, 23.703402892508457, 5.043671313182784, 1, 122, others, car, 40.29502221842861, -8.408555905525347, 1, 123, others, car, 16.142664859702712, 4.412328775977657, 1, 125, others, car, 9.790715027194516, 3.9396181612269996, 1, 126, others, car, 37.82395113284765, 17.598092103974114, 1, 127, others, car, 9.649782321411433, 0.4110269448290073, 1, 128, others, car, 33.13248694662236, 17.905612492509277, 1, 132, agent, car, -1.8789092203294773, -0.0022675450818414877, 1
-900, 117, others, car, 27.83140740623312, 2.000846517919609, 1, 119, others, car, 20.085186984120405, 1.4015084062979737, 1, 121, others, car, 23.885797656023716, 5.058576018554273, 1, 122, others, car, 40.39939185719549, -9.328968301413171, 1, 123, others, car, 16.204604149246002, 4.4157235382483595, 1, 125, others, car, 9.790715027194516, 3.9396181612269996, 1, 126, others, car, 37.82821479802873, 17.52619063556625, 1, 127, others, car, 9.72159689952849, 0.41628682789666965, 1, 128, others, car, 33.143469507056345, 17.81422111782714, 1, 132, agent, car, -1.6911393406118878, -0.0029547647296303547, 1
-800, 117, others, car, 28.19857735488588, 2.037890124741145, 1, 119, others, car, 20.303190961596204, 1.3994430238352196, 1, 121, others, car, 24.087207449672942, 5.0741354215689505, 1, 122, others, car, 40.50237729222664, -10.256528003088066, 1, 123, others, car, 16.27542250947651, 4.420896531024874, 1, 125, others, car, 9.790715027194516, 3.9396181612269996, 1, 126, others, car, 37.83152267000852, 17.46524756390942, 1, 127, others, car, 9.795403913418351, 0.4217204915461467, 1, 128, others, car, 33.152239385529406, 17.736689903264352, 1, 132, agent, car, -1.5023732430078505, -0.0035550940863936786, 1
-700, 117, others, car, 28.58974342310499, 2.0760228806607817, 1, 119, others, car, 20.526176028504374, 1.3978120928273767, 1, 121, others, car, 24.307545383165134, 5.091345740113153, 1, 122, others, car, 40.60696717718143, -11.190974339677297, 1, 123, others, car, 16.35628993886263, 4.425942208825205, 1, 125, others, car, 9.790715027194516, 3.9396181612269996, 1, 126, others, car, 37.83495785696438, 17.414353561408195, 1, 127, others, car, 9.873195798854095, 0.42750171635996237, 1, 128, others, car, 33.159792799928056, 17.67310573911228, 1, 132, agent, car, -1.3146902535812768, -0.003246095847848171, 1
-600, 117, others, car, 29.002826284826376, 2.1160672229832462, 1, 119, others, car, 20.75007042300797, 1.3972642699970068, 1, 121, others, car, 24.547807674386732, 5.110293864477907, 1, 122, others, car, 40.71108218599584, -12.131484873876474, 1, 123, others, car, 16.447119547113576, 4.431856789535708, 1, 125, others, car, 9.790715027194516, 3.9396181612269996, 1, 126, others, car, 37.83761103130097, 17.37242551988545, 1, 127, others, car, 9.9539763379492, 0.43354361204662806, 1, 128, others, car, 33.16530731294805, 17.621389299306905, 1, 132, agent, car, -1.1270072641548259, -0.002937097609199288, 1
-500, 117, others, car, 29.43981837582321, 2.1581969322901564, 1, 119, others, car, 20.975870362993522, 1.3978864456353721, 1, 121, others, car, 24.807994323337855, 5.130979794663107, 1, 122, others, car, 40.816801644734, -13.078882042989978, 1, 123, others, car, 16.547911334229333, 4.43864027315661, 1, 125, others, car, 9.790715027194516, 3.9396181612269996, 1, 126, others, car, 37.84056530119591, 17.338554111745438, 1, 127, others, car, 10.037832420994892, 0.4388499607200557, 1, 128, others, car, 33.16895670517122, 17.579548148074974, 1, 132, agent, car, -0.9403204926145864, -0.0027149896616694424, 1
-400, 117, others, car, 29.897731042435886, 2.2021513377087563, 1, 119, others, car, 21.19959097691517, 1.3993310585780208, 1, 121, others, car, 25.08710911213182, 5.153316640377822, 1, 122, others, car, 40.92304244521821, -14.032256519422175, 1, 123, others, car, 16.66065773598247, 4.446466440269703, 1, 125, others, car, 9.790715027194516, 3.9396181612269996, 1, 126, others, car, 37.841828230876295, 17.312565556406106, 1, 127, others, car, 10.125586485295473, 0.4455000884439299, 1, 128, others, car, 33.17273341237043, 17.547756065998982, 1, 132, agent, car, -0.7536337210745931, -0.002492881713932818, 1
-300, 117, others, car, 30.378556720437196, 2.2481042198209726, 1, 119, others, car, 21.422141592368206, 1.4026812170025293, 1, 121, others, car, 25.384155822882292, 5.17721751133115, 1, 122, others, car, 41.03071391504424, -14.990525194995794, 1, 123, others, car, 16.784362534487087, 4.455248400584242, 1, 125, others, car, 9.790715027194516, 3.9396181612269996, 1, 126, others, car, 37.84426115902507, 17.284671455584892, 1, 127, others, car, 10.216416093546297, 0.4514146691545363, 1, 128, others, car, 33.17481877935509, 17.523846836723674, 1, 132, agent, car, -0.5659507316480192, -0.0021838834753873104, 1
-200, 117, others, car, 30.880389864345727, 2.294885580158347, 1, 119, others, car, 21.639711118388867, 1.4055969239721269, 1, 121, others, car, 25.700130673475723, 5.202769297814002, 1, 122, others, car, 41.138993616907214, -15.955767395774563, 1, 123, others, car, 16.91802951185618, 4.464899263809036, 1, 125, others, car, 9.790715027194516, 3.9396181612269996, 1, 126, others, car, 37.84426115902507, 17.284671455584892, 1, 127, others, car, 10.3122267912297, 0.4577637013203001, 1, 128, others, car, 33.17681725604873, 17.500933825334812, 1, 132, agent, car, -0.3783546325124808, -0.0008786673502808942, 1
-100, 117, others, car, 31.40223425627447, 2.342408528429691, 1, 119, others, car, 21.852038884104115, 1.4110668331458163, 1, 121, others, car, 26.03395055573453, 5.230881327421677, 1, 122, others, car, 41.24879087840292, -16.926900013581214, 1, 123, others, car, 17.06265488597666, 4.475505920235036, 1, 125, others, car, 9.790715027194516, 3.9396181612269996, 1, 126, others, car, 37.84426115902507, 17.284671455584892, 1, 127, others, car, 10.413927905940772, 0.4656302931185514, 1, 128, others, car, 33.17681725604873, 17.500933825334812, 1, 132, agent, car, -0.1896754251994593, -0.000482778820709847, 1
