time step, id0, role0, type0, x0, y0, present0, id1, role1, type1, x1, y1, present1, id2, role2, type2, x2, y2, present2, id3, role3, type3, x3, y3, present3, id4, role4, type4, x4, y4, present4, id5, role5, type5, x5, y5, present5, id6, role6, type6, x6, y6, present6, id7, role7, type7, x7, y7, present7, id8, role8, type8, x8, y8, present8, id9, role9, type9, x9, y9, present9
-1000, 100, others, car, 39.980231740197496, 18.454102389444856, 1, 101, others, car, 22.966802973199542, -2.666667994002099, 1, 102, others, car, 36.728187306200056, 4.699435944950187, 1, 103, others, car, 18.96425699963505, 0.20402316484847094, 1, 105, others, car, 20.00247242660042, -5.128984872573756, 1, 106, others, car, 12.450141398970565, 0.4913208174307304, 1, 107, others, car, 11.772126821075128, -2.9977795296731813, 1, 109, others, car, 4.236670635604378, -4.181460262325507, 1, 110, agent, car, -3.2945414580427466, 0.0050577897677419326, 1, P4, others, pedestrian/bicycle, 31.02786918927562, -12.52555050978641, 1
-900, 100, others, car, 39.987213376987405, 18.415407987424352, 1, 101, others, car, 23.106926810026028, -2.6655232874807204, 1, 102, others, car, 36.75411653107074, 4.112995261421501, 1, 103, others, car, 19.01923646553162, 0.20582824925714638, 1, 105, others, car, 20.132447070242165, -5.164405092931969, 1, 106, others, car, 12.450141398970565, 0.4913208174307304, 1, 107, others, car, 11.972019711129969, -2.9905800501436843, 1, 109, others, car, 4.430235339813255, -4.187600725220939, 1, 110, agent, car, -2.9489194975195065, 0.0016724679080201976, 1, P4, others, pedestrian/bicycle, 30.715665457342464, -12.627598683543068, 1
-800, 100, others, car, 39.995601536714055, 18.368774965043087, 1, 101, others, car, 23.271070419511503, -2.6641538112761767, 1, 102, others, car, 36.7822169472939, 3.503635460804409, 1, 103, others, car, 19.08020813011942, 0.20793920103230334, 1, 105, others, car, 20.260475292214604, -5.2009259688605365, 1, 106, others, car, 12.472163772065878, 0.49144363132526186, 1, 107, others, car, 12.170964879297353, -2.98443024829051, 1, 109, others, car, 4.618755567218347, -4.1929973778063045, 1, 110, agent, car, -2.6033485148907602, -0.0007141541697584797, 1, P4, others, pedestrian/bicycle, 30.40676369212131, -12.73548612230806, 1
-700, 100, others, car, 40.00549817516639, 18.312205922737736, 1, 101, others, car, 23.460232501437922, -2.662508587494201, 1, 102, others, car, 36.813283343073955, 2.875402320120858, 1, 103, others, car, 19.148221671074673, 0.20940829828613994, 1, 105, others, car, 20.38850351418682, -5.237446844789231, 1, 106, others, car, 12.487195246688126, 0.49120959995893787, 1, 107, others, car, 12.369859069570367, -2.9772817466555, 1, 109, others, car, 4.802282295714037, -4.19864891986355, 1, 110, agent, car, -2.2598259097199502, -0.002204032254330149, 1, P4, others, pedestrian/bicycle, 30.10031812751318, -12.85225990332071, 1
-600, 100, others, car, 40.0169542702388, 18.244702160726348, 1, 101, others, car, 23.676410455368725, -2.6604856603459446, 1, 102, others, car, 36.84731571841081, 2.2282958393706163, 1, 103, others, car, 19.22217643282657, 0.2121819626879412, 1, 105, others, car, 20.515584014271692, -5.275017398394241, 1, 106, others, car, 12.504224120874035, 0.4910775243815885, 1, 107, others, car, 12.568804237737865, -2.97113194480232, 1, 109, others, car, 4.979765847624455, -4.203607629505198, 1, 110, agent, car, -1.9192994038947482, -0.003846844022256171, 1, P4, others, pedestrian/bicycle, 29.79832616308189, -12.977818070792717, 1
-500, 100, others, car, 40.03101949960738, 18.16531595712134, 1, 101, others, car, 23.91965525919862, -2.659083729613225, 1, 102, others, car, 36.88431407330457, 1.5623160185539162, 1, 103, others, car, 19.30417177072774, 0.21436475046302295, 1, 105, others, car, 20.644763869708974, -5.314483395774062, 1, 106, others, car, 12.52325039462374, 0.4910474045927655, 1, 107, others, car, 12.767749405905244, -2.964982142949032, 1, 109, others, car, 5.151206222949145, -4.20787350673127, 1, 110, agent, car, -1.5838173748733295, -0.004745845480114058, 1, P4, others, pedestrian/bicycle, 29.499891054834226, -13.114209002182017, 1
-400, 100, others, car, 40.04679711927916, 18.071998934464794, 1, 101, others, car, 24.191964312491063, -2.658200839507419, 1, 102, others, car, 36.92412547407202, 0.8804589570160313, 1, 103, others, car, 19.393208984996374, 0.2159056837167841, 1, 105, others, car, 20.775992102604533, -5.354846137146957, 1, 106, others, car, 12.546322445395269, 0.4902224965997219, 1, 107, others, car, 12.966745551967115, -2.9598310408776873, 1, 109, others, car, 5.31765309936466, -4.2123942734292115, 1, 110, agent, car, -1.2533798226554669, -0.004901036627892229, 1, P4, others, pedestrian/bicycle, 29.20795792422167, -13.260281064023637, 1
-300, 100, others, car, 40.065285829035865, 17.964802070650958, 1, 101, others, car, 24.493286637352007, -2.6568382902464474, 1, 102, others, car, 36.96674992071312, 0.18272465475730137, 1, 103, others, car, 19.491183519407137, 0.2189041178018587, 1, 105, others, car, 20.910318390634245, -5.397053344400636, 1, 106, others, car, 12.573389295294138, 0.4896015001841735, 1, 107, others, car, 13.164742998246926, -2.9547309167007274, 1, 109, others, car, 5.477109077306985, -4.217271885387787, 1, 110, agent, car, -0.9289854470232174, -0.004363395360089631, 1, P4, others, pedestrian/bicycle, 28.923678404708724, -13.418979377768961, 1
-200, 100, others, car, 40.08648562887749, 17.843725365679724, 1, 101, others, car, 24.823724189569766, -2.6569934813944585, 1, 102, others, car, 37.01313513511559, -0.5298372105462792, 1, 103, others, car, 19.59719862996742, 0.22131167525999818, 1, 105, others, car, 21.04874143358026, -5.441054039640363, 1, 106, others, car, 12.604450944320586, 0.48918441534590507, 1, 107, others, car, 13.362740444526963, -2.949630792523757, 1, 109, others, car, 5.632519278227591, -4.2213547091419095, 1, 110, agent, car, -0.6126316475401377, -0.003234877465448125, 1, P4, others, pedestrian/bicycle, 28.647898262394545, -13.58725686617763, 1
-100, 100, others, car, 40.11044749669853, 17.70777011976948, 1, 101, others, car, 25.184224691032117, -2.6576167352746576, 1, 102, others, car, 37.06323013938482, -1.2562279391127733, 1, 103, others, car, 19.712202038564335, 0.2241780337675079, 1, 105, others, car, 21.1933605867948, -5.488743666641416, 1, 106, others, car, 12.642503491819985, 0.48912417576848616, 1, 107, others, car, 13.560788868701266, -2.9455293681287404, 1, 109, others, car, 5.781937280457185, -4.2257434002622745, 1, 110, agent, car, -0.30227004674818336, -0.002412226937055381, 1, P4, others, pedestrian/bicycle, 28.383613596624542, -13.76496059556698, 1
0, 100, others, car, 40.136121754822646, 17.557884054807467, 1, 101, others, car, 25.5727907421753, -2.6588100076762524, 1, 102, others, car, 37.117034933520685, -1.996447530942074, 1, 103, others, car, 19.836244723092246, 0.2265044935426661, 1, 105, others, car, 21.34417585027808, -5.54012222540367, 1, 106, others, car, 12.686650193799258, 0.48737240399364545, 1, 107, others, car, 13.757838593093734, -2.9414789216280974, 1, 109, others, car, 5.9263617837773745, -4.2303869808545205, 1, 110, agent, car, 0.0, 0.0, 1, P4, others, pedestrian/bicycle, 28.13082440739881, -13.952090565936668, 1
