time step, id0, role0, type0, x0, y0, present0, id1, role1, type1, x1, y1, present1, id2, role2, type2, x2, y2, present2, id3, role3, type3, x3, y3, present3, id4, role4, type4, x4, y4, present4, id5, role5, type5, x5, y5, present5, id6, role6, type6, x6, y6, present6, id7, role7, type7, x7, y7, present7, id8, role8, type8, x8, y8, present8, id9, role9, type9, x9, y9, present9
-1000, 31, others, car, 25.86997826424276, 34.13551547300274, 1, 33, others, car, 17.201738597321338, -21.52214734243374, 1, 34, others, car, 14.08910839309102, -21.359810619191695, 1, 36, others, car, 20.642220827717917, -20.51734137990901, 1, 37, others, car, 19.233781514813828, -27.6045162544177, 1, 38, others, car, 11.359553371516892, -0.3461389889362525, 1, 39, others, car, 22.413269539079337, 45.56032421491948, 1, 40, others, car, 49.27309384625886, 4.377667280386458, 1, 41, agent, car, -6.045927821484323, -0.014892192602768417, 1, P5, others, pedestrian/bicycle, 33.26154815318008, 6.486797318683865, 1
-900, 31, others, car, 25.96219965504409, 35.175397781285014, 1, 33, others, car, 17.209293815516233, -21.478789313442256, 1, 34, others, car, 13.930282108436836, -22.345142142742546, 1, 36, others, car, 20.66095047127081, -20.420046978978792, 1, 37, others, car, 19.233781514813828, -27.6045162544177, 1, 38, others, car, 11.58865598006949, -0.32913914322091187, 1, 39, others, car, 22.398844068746932, 44.647251980205475, 1, 40, others, car, 48.85994325346651, 4.407660407521434, 1, 41, agent, car, -5.412462122168397, -0.01240064893133852, 1, P5, others, pedestrian/bicycle, 33.246792910547406, 6.35552933776366, 1
-800, 31, others, car, 26.048245619103348, 36.221268754239695, 1, 33, others, car, 17.217352599649075, -21.425394032767862, 1, 34, others, car, 13.770411166580253, -23.337395276751142, 1, 36, others, car, 20.6802770617963, -20.318797372072527, 1, 37, others, car, 19.233781514813828, -27.6045162544177, 1, 38, others, car, 11.825575619539183, -0.3072511457439653, 1, 39, others, car, 22.37745946263038, 43.74837729560182, 1, 40, others, car, 48.45485230936913, 4.437448442204518, 1, 41, agent, car, -4.779835987602979, -0.008771067022685486, 1, P5, others, pedestrian/bicycle, 33.23089962967751, 6.223421792092947, 1
-700, 31, others, car, 26.12910495791503, 37.27297915512329, 1, 33, others, car, 17.228191026194175, -21.36028237090894, 1, 34, others, car, 13.606379926296102, -24.33711111248193, 1, 36, others, car, 20.701040164045423, -20.21473059742775, 1, 37, others, car, 19.233781514813828, -27.6045162544177, 1, 38, others, car, 12.07145032816298, -0.279635431754758, 1, 39, others, car, 22.34926495747313, 42.864688962602656, 1, 40, others, car, 48.05866057871753, 4.465893346199018, 1, 41, agent, car, -4.150325494262393, -0.005682576378534199, 1, P5, others, pedestrian/bicycle, 33.214166784056935, 6.092452284659139, 1
-600, 31, others, car, 26.202650831747615, 38.329838655928526, 1, 33, others, car, 17.24165985840865, -21.28444312935961, 1, 34, others, car, 13.44031522731572, -25.343599321927286, 1, 36, others, car, 20.72240021326737, -20.10670861680696, 1, 37, others, car, 19.233781514813828, -27.6045162544177, 1, 38, others, car, 12.324302502953069, -0.245993527767137, 1, 39, others, car, 22.31524935476865, 41.99603774446462, 1, 40, others, car, 47.671517298254884, 4.493983920998653, 1, 41, agent, car, -3.5260574818783876, -0.003825505006222918, 1, P5, others, pedestrian/bicycle, 33.19614666345591, 5.959654410980648, 1
-500, 31, others, car, 26.269032477344382, 39.392836058149115, 1, 33, others, car, 17.25607996679068, -21.195600231645408, 1, 34, others, car, 13.270239466650743, -26.356561431600852, 1, 36, others, car, 20.74366688145459, -19.992604590479058, 1, 37, others, car, 19.233781514813828, -27.6045162544177, 1, 38, others, car, 12.584281380652696, -0.20533663228681798, 1, 39, others, car, 22.275711128003813, 41.144401244175775, 1, 40, others, car, 47.29312399449468, 4.519742563615551, 1, 41, agent, car, -2.908860316695453, -0.0019125779255559916, 1, P5, others, pedestrian/bicycle, 33.17713774136105, 5.827005774045339, 1
-400, 31, others, car, 26.327261093211565, 40.46212059852868, 1, 33, others, car, 17.273428954328274, -21.09405215125275, 1, 34, others, car, 13.097290682538894, -27.37515787675186, 1, 36, others, car, 20.76696700833814, -19.871728190436723, 1, 37, others, car, 19.233781514813828, -27.6045162544177, 1, 38, others, car, 12.852375762755663, -0.15781398205720576, 1, 39, others, car, 22.23178831541551, 40.31061902648668, 1, 40, others, car, 46.924917179160566, 4.545986441788333, 1, 41, agent, car, -2.301849639938388, -0.00048488640081034706, 1, P5, others, pedestrian/bicycle, 33.157289254515334, 5.695495175347191, 1
-300, 31, others, car, 26.376347877855004, 41.53784151380977, 1, 33, others, car, 17.292867256270778, -20.97866084994462, 1, 34, others, car, 12.921468874979743, -28.399388657380115, 1, 36, others, car, 20.79230059391816, -19.74407941667975, 1, 37, others, car, 19.23557235573225, -27.592650636489992, 1, 38, others, car, 13.126906519760375, -0.10114950060388206, 1, 39, others, car, 22.183331680260576, 39.4937022899036, 1, 40, others, car, 46.565460340529114, 4.569898387778342, 1, 41, agent, car, -1.7060142531016043, 0.0006068063111668298, 1, P5, others, pedestrian/bicycle, 33.13744076766961, 5.563984576649042, 1
-200, 31, others, car, 26.41500555629431, 42.618170437748134, 1, 33, others, car, 17.31553291085513, -20.848586762970125, 1, 34, others, car, 12.741636005736314, -29.430093338236752, 1, 36, others, car, 20.817839271949737, -19.608370994227755, 1, 37, others, car, 19.23796014362347, -27.576829812586386, 1, 38, others, car, 13.40985125465495, -0.03564166141327507, 1, 39, others, car, 22.130788932768603, 38.69661743890839, 1, 40, others, car, 46.216040753580415, 4.593306767830084, 1, 41, agent, car, -1.1223429576790167, 0.0015117369537977488, 1, P5, others, pedestrian/bicycle, 33.11887955580434, 5.434302344195574, 1
-100, 31, others, car, 26.444521403509903, 43.704935736588254, 1, 33, others, car, 17.340586353330817, -20.702691852092038, 1, 34, others, car, 12.558090548295059, -30.465294316333534, 1, 36, others, car, 20.84585911890725, -19.462923793579375, 1, 37, others, car, 19.24169106220349, -27.552109775237138, 1, 38, others, car, 13.698243562957565, 0.03915724574431945, 1, 39, others, car, 22.074999637690713, 37.918226435264074, 1, 40, others, car, 45.87665841831476, 4.616211581943971, 1, 41, agent, car, -0.5541006316384461, 0.0007000127684870655, 1, P5, others, pedestrian/bicycle, 33.10031834393888, 5.304620111742366, 1
