time step, id0, role0, type0, x0, y0, present0, id1, role1, type1, x1, y1, present1, id2, role2, type2, x2, y2, present2, id3, role3, type3, x3, y3, present3, id4, role4, type4, x4, y4, present4, id5, role5, type5, x5, y5, present5, id6, role6, type6, x6, y6, present6, id7, role7, type7, x7, y7, present7, id8, role8, type8, x8, y8, present8, id9, role9, type9, x9, y9, present9
-1000, 1, others, car, 16.082207252742275, 11.58700646758447, 1, 2, agent, car, -0.7381925202547667, -0.0021915839014476635, 1, 3, others, car, 7.144615826697486, -0.39239353830454143, 1, 4, others, car, 5.148254383658106, -3.789441225450702, 1, 5, others, car, -8.957921808888859, -0.1579331055617455, 1, 6, others, car, 23.426200278631345, 13.144455161985757, 1, 7, others, car, 33.012955966140844, -8.954786394864335, 1, 8, others, car, 55.570579286489505, -1.5308451143004926, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-900, 1, others, car, 16.08272719415759, 11.567013227203683, 1, 2, agent, car, -0.6771611429517467, -0.002605086622773669, 1, 3, others, car, 7.343756545052683, -0.3952174173743028, 1, 4, others, car, 5.1702729451476905, -3.7898689519128754, 1, 5, others, car, -8.8338597302449, -0.15870811686287034, 1, 6, others, car, 23.448382173778295, 12.906951554586376, 1, 7, others, car, 32.93930178577573, -8.430523997095042, 1, 8, others, car, 56.84442976570346, -1.354669189139174, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-800, 1, others, car, 16.083221138502136, 11.548019648842025, 1, 2, agent, car, -0.6161557627194946, -0.002018927324969423, 1, 3, others, car, 7.5448705903750435, -0.3969896402838613, 1, 4, others, car, 5.192291506637389, -3.790296678375046, 1, 5, others, car, -8.70979765160071, -0.15948312816410293, 1, 6, others, car, 23.471511736802622, 12.671473268295792, 1, 7, others, car, 32.865621608339865, -7.90526193730673, 1, 8, others, car, 58.122122910568876, -1.1723913035805822, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-700, 1, others, car, 16.084740741936468, 11.528052405531891, 1, 2, agent, car, -0.5541247233974519, -0.002406432975757662, 1, 3, others, car, 7.752034601953369, -0.40060520480662654, 1, 4, others, car, 5.212310744088944, -3.7907763989788634, 1, 5, others, car, -8.588708561943145, -0.16133579269665616, 1, 6, others, car, 23.493537649524978, 12.439967633010738, 1, 7, others, car, 32.79088977474321, -7.378026550551272, 1, 8, others, car, 59.402685056137756, -0.9850371167144931, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-600, 1, others, car, 16.084235024262, 11.509032830099356, 1, 2, agent, car, -0.48912069508901984, -0.0017162853948902157, 1, 3, others, car, 7.967169912613178, -0.4030131307443653, 1, 4, others, car, 5.231356316592357, -3.7922817786723453, 1, 5, others, car, -8.471644117432412, -0.16229278349325305, 1, 6, others, car, 23.516407241841637, 12.214485966910775, 1, 7, others, car, 32.71605395286374, -6.846792515719516, 1, 8, others, car, 60.68906319432537, -0.7905293132905831, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-500, 1, others, car, 16.08470297153578, 11.491038913756716, 1, 2, agent, car, -0.42209134567190015, -0.0019738056916258472, 1, 3, others, car, 8.192353837604912, -0.40716041001248077, 1, 4, others, car, 5.272524438868192, -3.798213532904187, 1, 5, others, car, -8.357552661907851, -0.16432742752115875, 1, 6, others, car, 23.539042860521416, 11.998001258981958, 1, 7, others, car, 32.639088821592395, -6.310612164934091, 1, 8, others, car, 61.98123132806118, -0.5878682312896035, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-400, 1, others, car, 16.0851449217388, 11.474044659432867, 1, 2, agent, car, -0.35006368615946426, -0.0021013406347575566, 1, 3, others, car, 8.430533368843973, -0.4109697273606475, 1, 4, others, car, 5.272524438868192, -3.798213532904187, 1, 5, others, car, -8.247485851530465, -0.16546639781300332, 1, 6, others, car, 23.560418846474633, 11.79148717417289, 1, 7, others, car, 32.56196770789623, -5.768433842034459, 1, 8, others, car, 63.28221444047301, -0.3779755415186161, 1, 9, others, car, -20.606769538716655, -3.5079012497810487, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-300, 1, others, car, 16.085586871941814, 11.457050405109243, 1, 2, agent, car, -0.27306371362260573, -0.0010992282047034571, 1, 3, others, car, 8.682734165420714, -0.4154147477371022, 1, 4, others, car, 5.272524438868192, -3.798213532904187, 1, 5, others, car, -8.143391016196409, -0.1677610125485685, 1, 6, others, car, 23.582508526668324, 11.595995368644104, 1, 7, others, car, 32.483664952685686, -5.219283882072249, 1, 8, others, car, 64.58993521631052, -0.15790425206176018, 1, 9, others, car, -19.875418670170745, -3.5118896174892917, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-200, 1, others, car, 16.08500316305493, 11.441029815733982, 1, 2, agent, car, -0.1900397719007629, -0.0009407953692999269, 1, 3, others, car, 8.95295487541075, -0.42039148285891015, 1, 4, others, car, 5.272524438868192, -3.798213532904187, 1, 5, others, car, -8.043320826009412, -0.1691599535482969, 1, 6, others, car, 23.60328657999382, 11.412473510272868, 1, 7, others, car, 32.40315489687099, -4.6621886200993226, 1, 8, others, car, 65.90639297961154, 0.07239763122237419, 1, 9, others, car, -19.14106881556745, -3.515799993985231, 1, 10, others, car, 35.5349300157161, -29.15404942333322, 1
-100, 1, others, car, 16.08539311911642, 11.426034885448278, 1, 2, agent, car, -0.10001819604557662, -0.0006003830385350527, 1, 3, others, car, 9.24019583679517, -0.42592592979660615, 1, 4, others, car, 5.272524438868192, -3.798213532904187, 1, 5, others, car, -7.948248945917501, -0.1706888799016233, 1, 6, others, car, 23.622753006451102, 11.24092159905952, 1, 7, others, car, 32.3203855463106, -4.095148732077419, 1, 8, others, car, 67.23056207128673, 0.3139037732820509, 1, 9, others, car, -18.400746985920936, -3.5185547260375665, 1, 10, others, car, 35.479012231397014, -28.696348427707264, 1
