time step, id0, role0, type0, x0, y0, present0, id1, role1, type1, x1, y1, present1, id2, role2, type2, x2, y2, present2, id3, role3, type3, x3, y3, present3, id4, role4, type4, x4, y4, present4, id5, role5, type5, x5, y5, present5, id6, role6, type6, x6, y6, present6, id7, role7, type7, x7, y7, present7, id8, role8, type8, x8, y8, present8, id9, role9, type9, x9, y9, present9
-1000, 16, others, car, 21.977276898101188, -7.535093771426131, 1, 18, others, car, 26.318293311142842, 31.673036437775394, 1, 19, others, car, 36.58609185331923, 15.715775924226037, 1, 20, others, car, 25.201407495160346, -9.450588196661256, 1, 21, others, car, 19.296283820443293, 28.715170532680133, 1, 22, others, car, 24.378175327977548, -18.670595723714342, 1, 23, others, car, 37.3798316786213, 19.354727708700594, 1, 24, others, car, 20.836671110146288, -25.318235069759183, 1, 25, agent, car, -6.578409949507659, -0.011854797333833766, 1, P3, others, pedestrian/bicycle, 35.22803533088586, -2.9255769902454434, 1
-900, 16, others, car, 21.98073810902245, -7.420141520387013, 1, 18, others, car, 26.271356960690035, 32.73265428351351, 1, 19, others, car, 36.269583488714325, 15.683027563426172, 1, 20, others, car, 25.21952477662018, -9.190094887510273, 1, 21, others, car, 19.29550808854103, 28.695185582342067, 1, 22, others, car, 24.389756082775254, -18.526936800850905, 1, 23, others, car, 37.26429762865548, 19.343200206868072, 1, 24, others, car, 20.853626114625023, -24.649389401594284, 1, 25, agent, car, -5.886805104068434, -0.00967815656688617, 1, P3, others, pedestrian/bicycle, 35.28854633972978, -3.094050779923987, 1
-800, 16, others, car, 21.98473312831912, -7.317219026145798, 1, 18, others, car, 26.220539979954808, 33.7954250181825, 1, 19, others, car, 35.936970804053416, 15.647902045597263, 1, 20, others, car, 25.23871887878701, -8.927641869920409, 1, 21, others, car, 19.29480992982899, 28.67719912703776, 1, 22, others, car, 24.403529265582414, -18.378359213592947, 1, 23, others, car, 37.13369729274587, 19.33025600892849, 1, 24, others, car, 20.870882207908497, -23.998568975328574, 1, 25, agent, car, -5.1971987536629705, -0.007423942609713852, 1, P3, others, pedestrian/bicycle, 35.35328705821177, -3.2566842308818047, 1
-700, 16, others, car, 21.98737982074277, -7.2232509729617345, 1, 18, others, car, 26.165803582342395, 34.86034939426569, 1, 19, others, car, 35.589291833448954, 15.611359831661051, 1, 20, others, car, 25.25687494684196, -8.666149313252433, 1, 21, others, car, 19.294955872253492, 28.655176895070813, 1, 22, others, car, 24.417496381365122, -18.224785388750703, 1, 23, others, car, 36.98603217585862, 19.315972688072076, 1, 24, others, car, 20.888361816806697, -23.36777228599616, 1, 25, agent, car, -4.511589393325261, -0.0050145822721968936, 1, P3, others, pedestrian/bicycle, 35.42421719477073, -3.4145541638256702, 1
-600, 16, others, car, 21.989677433810407, -7.138276147429712, 1, 18, others, car, 26.10607094714535, 35.92546770332446, 1, 19, others, car, 35.2244705086765, 15.571479999774477, 1, 20, others, car, 25.27495344170669, -8.406655251618103, 1, 21, others, car, 19.294955872253492, 28.655176895070813, 1, 22, others, car, 24.43165743012341, -18.066215326323825, 1, 23, others, car, 36.81926499636485, 19.29942856997217, 1, 24, others, car, 20.90706418883639, -22.757038120192043, 1, 25, agent, car, -3.83101505716706, -0.003410536475771636, 1, P3, others, pedestrian/bicycle, 35.49929946777801, -3.5685822530824756, 1
-500, 16, others, car, 21.992741574824358, -7.059335593594204, 1, 18, others, car, 26.042418895070906, 36.99273965379766, 1, 19, others, car, 34.8436224370385, 15.53122150589261, 1, 20, others, car, 25.293876037707843, -8.151196966646635, 1, 21, others, car, 19.294955872253492, 28.655176895070813, 1, 22, others, car, 24.447050445969136, -17.90168856539066, 1, 23, others, car, 36.63039801171389, 19.280740014413883, 1, 24, others, car, 20.92698932399758, -22.166366477916107, 1, 25, agent, car, -3.1594339486612437, -0.001457411323431121, 1, P3, others, pedestrian/bicycle, 35.577495843121156, -3.7197289595738576, 1
-400, 16, others, car, 21.99465132194108, -6.984353243231337, 1, 18, others, car, 25.97469227973871, 38.05816825561755, 1, 19, others, car, 34.44663125874962, 15.487586607465024, 1, 20, others, car, 25.311566666621317, -7.901695380181451, 1, 21, others, car, 19.294955872253492, 28.655176895070813, 1, 22, others, car, 24.462598608195552, -17.733164814389752, 1, 23, others, car, 36.416394692760015, 19.259024133665903, 1, 24, others, car, 20.947060401583272, -21.59771706760746, 1, 25, agent, car, -2.4989221360313394, -0.0010761286586161295, 1, P3, others, pedestrian/bicycle, 35.66068845604893, -3.87106959904081, 1
-300, 16, others, car, 21.997443956789237, -6.912407422014221, 1, 18, others, car, 25.902008213416874, 39.12479003792968, 1, 19, others, car, 34.03461258111195, 15.443534260447263, 1, 20, others, car, 25.330023823481113, -7.65822806541278, 1, 21, others, car, 19.294955872253492, 28.655176895070813, 1, 22, others, car, 24.47830191680219, -17.5606440733212, 1, 23, others, car, 36.17729382609799, 19.23528017524512, 1, 24, others, car, 20.967316208188358, -21.05009064174864, 1, 25, agent, car, -1.8514005411213486, -0.00019062025754999767, 1, P3, others, pedestrian/bicycle, 35.746762451742015, -4.025524340843742, 1
-200, 16, others, car, 21.99919855752529, -6.841422061718868, 1, 18, others, car, 25.82524958383752, 40.18956847158848, 1, 19, others, car, 33.60549033590175, 15.397143542995554, 1, 20, others, car, 25.347249013253343, -7.420717449150509, 1, 21, others, car, 19.294955872253492, 28.655176895070813, 1, 22, others, car, 24.495159619306275, -17.384165128780353, 1, 23, others, car, 35.910058882582156, 19.208625251419758, 1, 24, others, car, 20.987717957217935, -20.52448644785711, 1, 25, agent, car, -1.217907198043023, 0.00023865295833082334, 1, P3, others, pedestrian/bicycle, 35.83671707771739, -4.183131971577884, 1
-100, 16, others, car, 22.001952405778326, -6.7704754880187465, 1, 18, others, car, 25.74349471667343, 41.254540838223086, 1, 19, others, car, 33.16126301815254, 15.348336881919902, 1, 20, others, car, 25.365201944376555, -7.190240352101511, 1, 21, others, car, 19.294955872253492, 28.655176895070813, 1, 22, others, car, 24.51217246819081, -17.20368919417187, 1, 23, others, car, 35.61365182810066, 19.178098901268047, 1, 24, others, car, 21.00830443526713, -20.019905238415532, 1, 25, agent, car, -0.600440601830351, 0.0002892641792599168, 1, P3, others, pedestrian/bicycle, 35.92951429986296, -4.344852952164885, 1
