time step, x, y
100, 0.934400955541901, -0.009992711467755572
200, 1.8569887980839679, -0.029010408323435655
300, 2.768302365487285, -0.054101878314701424
400, 3.668786557308482, -0.08839794631426345
500, 4.5589802114086435, -0.12894740006978278
600, 5.438703715167326, -0.17673397699872972
700, 6.3091204186224425, -0.23095355230407677
800, 7.170050709153571, -0.29258986340318216
900, 8.022033424622263, -0.35869169804367695
1000, 8.864709339787145, -0.4312265310606429
1100, 9.699421417307061, -0.5084065002394409
1200, 10.525006307143874, -0.5910357303770575
1300, 11.341823234538468, -0.6771467466385528
1400, 12.148888462073604, -0.7665599364035245
1500, 12.9462019897486, -0.8592752996718507
1600, 13.732780080146888, -0.9551132238232516
1700, 14.50898195850866, -1.0521062340227767
1800, 15.27346466217607, -1.1520421924846693
1900, 16.02461994155433, -1.2525943991333166
2000, 16.764594884099335, -1.3531383417918816
2100, 17.489095314900474, -1.454923044813908
2200, 18.200627546653376, -1.5553565211876388
2300, 18.895881141865225, -1.655867407886542
2400, 19.57601945057389, -1.7556515801138146
2500, 20.239254610564462, -1.8533660752109082
2600, 20.884602884419884, -1.9488312805575732
2700, 21.511884659519513, -2.043030933571127
2800, 22.118328336231407, -2.1344424589726594
2900, 22.70590138939044, -2.2234250820033905
3000.0, 27.58150540066084, -2.962158812980023
