time step, x, y
100, 0.298202415032648, -0.0005653925156332892
200, 0.5854115668775703, -0.0015157064319131323
300, 0.8615924626801635, -0.0018515541863396816
400, 1.1257807077323079, -0.0026073161961378613
500, 1.3789756895968364, -0.003747999606465012
600, 1.6201430278565316, -0.004309209709428753
700, 1.8503171029283956, -0.005255341213270259
800, 2.0684635343951916, -0.005621999409529094
900, 2.275616702674497, -0.006373579006653737
1000, 2.4707772202034635, -0.007545072859032442
1100, 2.6559088692524826, -0.0080671076948447
1200, 2.829047867551167, -0.009009056786024608
1300, 2.9911586098077456, -0.009336539715229644
1400, 3.141276701313875, -0.010083936899806328
1500, 3.281400917194775, -0.011181262630312438
1600, 3.408498101908232, -0.01173410790817625
1700, 3.5256014109964635, -0.012636881732083105
1800, 3.630677076479866, -0.012960182248740154
1900, 3.7247594787754292, -0.013668404166047782
2000, 3.807813625028773, -0.013762159921384465
2100, 3.8798745080941677, -0.014240837077489299
2200, 3.9419065226799566, -0.014070055217015764
2300, 3.9939796544950132, -0.015248589465202717
2400, 4.037987700100633, -0.014708291425112374
2500, 4.073036250498131, -0.015482316638961408
2600, 4.100054707540802, -0.015536897127260224
2700, 4.137067040208923, -0.015241549069394456
2800, 4.137067040208923, -0.015241549069394456
2900, 4.137067040208923, -0.015241549069394456
3000.0, 4.259167287109767, -0.01596935862027979
