time step, x, y
100, 0.674837860580551, -0.008176914290913745
200, 1.3209924080760223, -0.02107267912856775
300, 1.9375084813066898, -0.038391208174557545
400, 2.5240899939339463, -0.061087662609259574
500, 3.080373957454277, -0.08695563373368176
600, 3.6063603718676815, -0.11599512154782377
700, 4.1027083120160315, -0.14945737357034283
800, 4.570306036914542, -0.18447690626051805
900, 5.009516535066513, -0.22326012831727415
1000, 5.422479313005593, -0.2622824813575928
1100, 5.808602198055036, -0.3034542877422526
1200, 6.170683771590798, -0.3445022366070265
1300, 6.508724033612376, -0.3854263279519974
1400, 6.824633306480224, -0.426818734453809
1500, 7.119003762871486, -0.4667691337519253
1600, 7.394041811484655, -0.5049145373429138
1700, 7.650406527161451, -0.5425061927451473
1800, 7.8899413300975, -0.5769747027564021
1900, 8.113964369976461, -0.6108225624134911
2000, 8.324022980655323, -0.6424355356946758
2100, 8.521731398156284, -0.6733609564566099
2200, 8.709888203854577, -0.7013255138350813
2300, 8.889811547434347, -0.7288317028676481
2400, 9.062752676413808, -0.755220448711944
2500, 9.231873160672546, -0.7804248492031285
2600, 9.395921752691612, -0.8051039791828625
2700, 9.558719097192165, -0.8304421840043925
2800, 9.721812528031004, -0.8548252276458046
2900, 9.883950797689618, -0.8789121849488948
3000.0, 11.783399308437097, -1.1515371196469522
