time step, x, y
100, 0.1822218622842453, -0.00043921027971801155
200, 0.35645255894211475, -0.0012542821438275495
300, 0.5206942985667208, -0.002539180988838645
400, 0.6778967855702747, -0.003154063016991386
500, 0.8291528810521136, -0.005049736937118007
600, 0.9753675153191174, -0.0061814286441354005
700, 1.1185854624763956, -0.007454068445491013
800, 1.2578078268205481, -0.008914639039153273
900, 1.3950323997579104, -0.010469175028979538
1000, 1.5302591812887045, -0.012117676414845568
1100, 1.665485962819499, -0.013766177800711613
1200, 1.8007127443502982, -0.015414679186691205
1300, 1.9369384215843792, -0.01701619787459413
1400, 2.0731640988185736, -0.01861771656249174
1500, 2.2113875674593313, -0.020125269854236003
1600, 2.350609931803246, -0.021585840447681817
1700, 2.4918770702520434, -0.02395134134858576
1800, 2.6350950174093217, -0.02522398114994137
1900, 2.780357738671234, -0.027401551258311535
2000, 2.927571268641638, -0.02848626026736048
2100, 3.0768295727167954, -0.030475899583532223
2200, 3.2280856681986285, -0.0323715735035453
2300, 3.3803406593836303, -0.03422026472548703
2400, 3.5335945462720213, -0.03602197324923323
2500, 3.687847328863705, -0.037776699075129844
2600, 3.843099007158659, -0.03948444220272271
2700, 3.9983506854536235, -0.04119218533054267
2800, 4.153602363748578, -0.042899928458135506
2900, 4.308807059345574, -0.04360877588255513
3000, 5.865801511133051, -0.049463440932669744
