time step, x, y
100, 0.12521893687458288, -0.0014892440931627698
200, 0.2545465748371667, -0.0033228359334205176
300, 0.38514342154564896, -0.004532641625033987
400, 0.5198489693418069, -0.0060867950639918456
500, 0.6564475120327593, -0.008286371100169582
600, 0.7949390496182912, -0.011131369733493796
700, 0.936592790844154, -0.013998004815750587
800, 1.0804622382632967, -0.016563565047667317
900, 1.2271711780244317, -0.020097259175646143
1000, 1.3748266152326598, -0.02395366460207099
1100, 1.5243750473356088, -0.028455492625930945
1200, 1.6770856830792142, -0.03297895709847398
1300, 1.8304201049712487, -0.038771630316842054
1400, 1.985970233056453, -0.044263228685192946
1500, 2.143413356036415, -0.05040024965087131
1600, 2.3030721852095835, -0.05623619576642458
1700, 2.4643012979786674, -0.06366406192650353
1800, 2.628692614388193, -0.07111356453519202
1900, 2.7949769256924393, -0.07920848974131578
2000, 2.963154231891265, -0.08794883754458593
2100, 3.1344937417304948, -0.09671082179657342
2200, 3.3083500326129487, -0.10738743739160594
2300, 3.4844220296887873, -0.11776297813669423
2400, 3.662709732957796, -0.12783744403176556
2500, 3.843514217269991, -0.13982654126998928
2600, 4.0252651990294215, -0.15213834980694751
2700, 4.210178384429544, -0.16447179479248142
2800, 4.396661853425583, -0.17839715982254067
2900, 4.5844145311675195, -0.1916987387039557
3000, 6.676624972964006, -0.37678106427181146
