time step, x, y
100, 0.5920539812890564, 0.0002885132484781328
200, 1.177108648566845, 0.0004790296983710335
300, 1.755164001833253, 0.0005715493495634313
400, 2.326220041088624, 0.0005660722019464326
500, 2.8882909618722454, -0.0005653028312881322
600, 3.440348863097084, -0.0008367712896586305
700, 3.9824217438488243, -0.0022481371763143215
800, 4.511481899036936, -0.002841595116006318
900, 5.027557327746993, -0.004616949112226515
1000, 5.528634226432823, -0.006602296248289563
1100, 6.013712693093198, -0.008811636067316247
1200, 6.480778924182055, -0.010273065652505992
1300, 6.929860918784861, -0.01298638900769325
1400, 7.358930873812886, -0.014979801214614147
1500, 7.766988887264667, -0.0162673018159379
1600, 8.15504886068445, -0.01783479327068438
1700, 8.521096990526193, -0.018710372662735078
1800, 8.865133276790225, -0.018894039991857833
1900, 9.188157621478013, -0.01837179571538347
2000, 9.489184122130427, -0.0181575413777903
2100, 9.770198583208286, -0.0172233758919276
2200.0, 10.032214906255614, -0.016555201716932033
2300.0, 10.274219189728278, -0.015167116393782237
2400.0, 10.500211041632697, -0.013003121751679586
2500.0, 10.709204559509852, -0.011077119334987229
2600.0, 10.903199547363238, -0.009361110058358713
2700.0, 11.08420980873811, -0.008826996838151052
2800.0, 11.254207148552966, -0.007446976585631704
2900.0, 11.413205566350246, -0.0062209513024945595
3000.0, 12.961291857053363, -0.0015479932748213854
