time step, x, y
100, 0.417305688774162, -0.000980875501657489
200, 0.81562368821868, -0.002645603268888689
300, 1.1939546462633612, -0.005030175525977572
400, 1.5532259305297413, -0.006099895908940424
500, 1.89051146925637, -0.007961445230766986
600, 2.2077379821342777, -0.008544134902759695
700, 2.503942109318355, -0.008883309219480232
800, 2.7791238508081393, -0.008978968180717722
900, 3.0322478623094016, -0.00786775194112331
1000, 3.265384832410831, -0.007476380191500168
1100, 3.4774634245939273, -0.00584214101664754
1200, 3.669554975377304, -0.004927746331762073
1300, 3.842586852382031, -0.0026984997725356674
1400, 3.995631687987039, -0.0011890977032764372
1500, 4.129652842038131, 0.0006358041702609896
1600, 4.246649018674874, 0.002848190297297576
1700, 4.345656858051933, 0.004412716383149912
1800, 4.428675064309334, 0.005401366876941649
1900, 4.496666997292636, 0.006849486073364525
2000, 4.548669297156062, 0.007721729677491435
2100, 4.587680020109929, 0.008126074363074998
2200, 4.600671597019601, 0.008593973281622425
2300, 4.600671597019601, 0.008593973281622425
2400, 4.600671597019601, 0.008593973281622425
2500, 4.600671597019601, 0.008593973281622425
2600, 4.600671597019601, 0.008593973281622425
2700, 4.600671597019601, 0.008593973281622425
2800, 4.600671597019601, 0.008593973281622425
2900, 4.600671597019601, 0.008593973281622425
3000, 4.600671597019601, 0.008593973281622425
