time step, x, y
100, 0.3857781804749783, -0.00044211914854962175
200, 0.7634970747443209, -0.001103112353528321
300, 1.132161403366127, -0.0018859289417614278
400, 1.4908729375720668, -0.0016982387987829473
500, 1.8395346266890216, -0.0015353213659282938
600, 2.1771511912754513, -0.0013001259698296186
700, 2.5037226313313115, -0.0009926526109395317
800, 2.8192489468564204, -0.0006129012887833296
900, 3.122831909082653, 0.0009314581108566533
1000, 3.4143744673366636, 0.002645146146666888
1100, 3.693876621618565, 0.004528162818636494
1200, 3.9604401431598246, 0.00767283824147974
1300, 4.214866210055812, 0.009991562858694347
1400, 4.4563536442112, 0.013571946227235177
1500, 4.685703623721294, 0.016326378789920937
1600, 4.902114970490769, 0.020342470103706767
1700, 5.106388862614857, 0.023532610611874782
1800, 5.297627071325297, 0.026989130429570074
1900, 5.4768248760633576, 0.030614978882994137
2000, 5.64288994671465, 0.03351192720460994
2100, 5.799002222950077, 0.03737938225743731
2200, 5.94188471442564, 0.03952265773620478
2300, 6.0738191320434805, 0.04273349061981113
2400, 6.194611374457747, 0.04502132202486231
2500, 6.305353771782982, 0.04728438071933727
2600, 6.406046324019276, 0.04952266670414085
2700, 6.4966890311665635, 0.051736179978594254
2800, 6.578180121993285, 0.052832590428220416
2900, 6.651708977287287, 0.054705406263001466
3000.0, 7.159856983657055, 0.062425744495721025
