time step, x, y
100, 0.6602709400050135, -0.0020702137326232897
200, 1.2914744083176533, -0.003853914962882579
300, 1.8936693707140682, -0.006349363696039695
400, 2.4657986014132085, -0.008617265703302457
500, 3.010856880429831, -0.010480723656169838
600, 3.530781761997095, -0.010823545997722617
700, 4.026689437672387, -0.011583286961320438
800, 4.501456755917887, -0.010586529208980067
900, 4.958196428300275, -0.0096528954221769
1000, 5.399844269057954, -0.00760722826750182
1100, 5.830393318210267, -0.004213664640458248
1200, 6.250900801538045, -0.00041149876996521284
1300, 6.6653007932846045, 0.005033392453628882
1400, 7.075707745011832, 0.010242420572499411
1500, 7.483001985172265, 0.017271071372838454
1600, 7.890237259556689, 0.025297982177992062
1700, 8.298470793945928, 0.03338385875915467
1800, 8.705588136777985, 0.04340728957403073
1900, 9.114584068067654, 0.05554517195055403
2000, 9.523579999357198, 0.06768305432729743
2100, 9.931459739089687, 0.08175849093753418
2200, 10.338341218817256, 0.09577496177164169
2300, 10.74111172697335, 0.11155208951087492
2400, 11.139771263557844, 0.1290898741553409
2500, 11.533439500118185, 0.1463328299191876
2600, 11.920060950868637, 0.1641612852549782
2700, 12.297580130023233, 0.18345556861526202
2800, 12.668170454920183, 0.2013388315378739
2900, 13.028660248216575, 0.22062895670897675
3000.0, 16.796333527744306, 0.4221433699228293
