time step, x, y
100, 0.5395768752411563, -0.0013400392226660673
200, 1.0559687393946733, -0.0020053482242101406
300, 1.5478719145403654, -0.0038126338830257456
400, 2.0152864006785105, -0.006761896198812067
500, 2.458370327601548, -0.009865716836480798
600, 2.878111113644453, -0.0132822255884526
700, 3.2733632106796815, -0.017840710997489462
800, 3.6442847484996896, -0.022553754728390607
900, 3.99087572710459, -0.0274213567811743
1000, 4.312978016701831, -0.033430935490910696
1100, 4.611737165418829, -0.03975320231493218
1200, 4.887153173256124, -0.04638815725344092
1300, 5.1383967516704505, -0.05219025217846529
1400, 5.365309770869668, -0.05814690542537204
1500, 5.570854485859399, -0.06473250637141903
1600, 5.753214189761453, -0.07064337709656832
1700, 5.91337630091137, -0.07603764739333096
1800, 6.053315655979213, -0.08123157684656612
1900, 6.173032254965338, -0.0862251654562155
2000, 6.274659064332489, -0.09034725447197389
2100, 6.3581960840806495, -0.09359784389395354
2200, 6.427592987550733, -0.09660945289199918
2300, 6.481862356407689, -0.09922395167344766
2400, 6.524953863992151, -0.10207385940844427
2500, 6.558171188224307, -0.10334246921859569
2600, 6.583172906189796, -0.10532087735970141
2700, 6.60126269580877, -0.10619237695359252
2800, 6.626422543566734, -0.10718336675938522
2900, 6.626422543566734, -0.10718336675938522
3000, 6.862735356740794, -0.11768357293660892
