time step, x, y
100, 0.6980255644281207, 0.000558036678128108
200, 1.369059745666233, 0.002326541655919388
300, 2.013102543714907, 0.005305514933596777
400, 2.628138426860508, 0.007510609789130315
500, 3.2161907230641433, 0.011926142553099803
600, 3.7772360435823704, 0.01555220439940896
700, 4.311289980911044, 0.020388734545491435
800, 4.819344708410783, 0.02542796713476069
900, 5.303400165299479, 0.0306543096714711
1000, 5.7644641174334925, 0.03705993551681175
1100, 6.201528798956576, 0.04365267130970635
1200, 6.6155941794771636, 0.05042472080234293
1300, 7.008660198213031, 0.05736049149909045
1400, 7.379726885555176, 0.064467779647879
1500, 7.728794241503939, 0.07174658524847857
1600, 8.055862266059096, 0.07919690830100458
1700, 8.360923162972941, 0.08581877919668165
1800, 8.643984728493178, 0.09261216754428517
1900, 8.904046993011033, 0.09958486959162978
2000, 9.141102160278688, 0.10573691572982724
2100, 9.355158026543963, 0.11206827556787953
2200, 9.545206825950263, 0.11758677574459929
2300, 9.712248528106596, 0.12228462001239752
2400, 9.857283102621388, 0.1261540121232349
2500, 9.981318315351462, 0.13018712543818317
2600, 10.084338573801073, 0.13238402073969419
2700, 10.168359409683513, 0.1347290447496869
2800, 10.235372965968628, 0.13620663536364286
2900, 10.287386978121896, 0.13780116969482015
3000, 10.566440868958994, 0.14362577342490943
