time step, x, y
100, 0.58419257518093, 0.000187359041563806
200, 1.1774081056041181, -0.0003909702991082113
300, 1.7756219461224974, -0.0008393142857246738
400.0, 2.3768347726978187, -0.0012096670602761983
500.0, 2.9810725824011786, -0.002501690641429563
600.0, 3.5833110680663953, -0.0038457083642296636
700.0, 4.183576226764344, -0.006241382247576505
800.0, 4.77981674031523, -0.0077413823948592475
900.0, 5.370085278822785, -0.01039702698586259
1000.0, 5.9523565211780936, -0.013260648142989412
1100.0, 6.527630129400059, -0.016306248795477568
1200.0, 7.092907117431516, -0.01961182015562521
1300.0, 7.648187485272691, -0.023177362223312764
1400.0, 8.192445573833469, -0.026029210050524887
1500.0, 8.725733377255711, -0.030166687675058562
1600.0, 9.246999239378654, -0.03361646812999258
1700.0, 9.757294816362942, -0.03835187838202381
1800.0, 10.256594111137941, -0.04337325641270101
1900.0, 10.742897799665156, -0.04873259636333882
2000.0, 11.21620588194504, -0.0544298982339253
2100.0, 11.67754401706715, -0.061438826972718075
2200.0, 12.126886207960721, -0.0687597205607004
2300.0, 12.562259127658486, -0.07744423515853271
2400.0, 12.984636441108806, -0.08646671167620307
2500.0, 13.392018824273649, -0.09587914425535532
2600.0, 13.785431936242341, -0.10665519784425276
2700.0, 14.162876452977534, -0.11884686658440774
2800.0, 14.525300042356148, -0.13042882936715056
2900.0, 14.870729377411024, -0.14245274235291117
3000.0, 17.648601276320296, -0.2552743415713137
