time step, x, y
100, 0.09373690972739435, -0.0011797265689312032
200, 0.17727614027780192, -0.002273782796283437
300, 0.2515965902197218, -0.0034865154301409115
400, 0.3176771581211015, -0.005022271217891963
500, 0.3767010892977638, -0.006106498339427446
600, 0.42748513843386265, -0.0075137486149677996
700, 0.4731703479816907, -0.008878163719765145
800, 0.5137567179410021, -0.010199743653884277
900, 0.5504274936279119, -0.01070393659692867
1000, 0.5839572268625522, -0.01157398786460967
1100, 0.6165080615290923, -0.01223969238452198
1200, 0.6490588961958084, -0.012905396904703312
1300, 0.6825886294304487, -0.01377544817238431
1400, 0.7202383036854588, -0.014483987863197406
1500, 0.7610290203925623, -0.014826669229104833
1600, 0.8078974752562362, -0.015416532513681691
1700, 0.8608436682763045, -0.01625357771665903
1800, 0.9230086419050602, -0.01697194651328887
1900, 0.9934134975746015, -0.01736729215596028
2000, 1.0747905842410164, -0.019031553455986866
2100, 1.1665696968322097, -0.01980258652938069
2200, 1.2693210404202766, -0.021842535260129636
2300, 1.3842278603215545, -0.024376847827883685
2400, 1.5114945032835427, -0.026426625664718484
2500, 1.6507122758107506, -0.029949665906612244
2600, 1.804247668535139, -0.03339686491294802
2700, 1.970917436140616, -0.03754277450401117
2800, 2.1507215786271354, -0.04238739468002406
2900, 2.344434647815298, -0.04911397075667989
3000, 5.148638428600537, -0.16151573155250043
