time step, x, y
100, 0.5886601067570623, -0.0026979089540669285
200, 1.1613350032351015, -0.006083605909065856
300, 1.7180246894341182, -0.010157090864996776
400, 2.255688951676683, -0.014048248429505375
500, 2.7733287143202743, -0.01780006535288102
600, 3.270943977364997, -0.021412541634891674
700, 3.7465365895260194, -0.024971650775765575
800, 4.200063564053168, -0.02747831713297641
900, 4.631524900946671, -0.02893254070662793
1000, 5.039964511313608, -0.030376383889333225
1100, 5.42529642165453, -0.029811695395886822
1200, 5.7896047567540565, -0.029150653011251276
1300, 6.130848378577182, -0.027480154593128414
1400, 6.451025438409076, -0.024714226641275427
1500, 6.750178922999689, -0.021851944798228273
1600, 7.028265845598843, -0.017894233421460792
1700, 7.287327344241447, -0.013754194653616547
1800, 7.527363418927703, -0.009431828494118
1900, 7.750329234192414, -0.0038420858010005943
2000, 7.955311687893029, 0.0009738953912875603
2100, 8.1452650202071, 0.006144150975009921
2200, 8.320189231134389, 0.01166868095038398
2300, 8.482125458710023, 0.016634383175002876
2400, 8.630031640541418, 0.02199734654110852
2500, 8.765948914663335, 0.02684446890673381
2600, 8.890876356718556, 0.031218737021496357
2700, 9.005813042349372, 0.0351631376356758
2800, 9.111715060448255, 0.03971973314186561
2900, 9.20866838451509, 0.04289037225522063
3000.0, 10.007144756576041, 0.07224140733964463
