time step, x, y
100, 1.1502706225767576, -0.013838165951715886
200, 2.2926182190153908, -0.037982915082147684
300, 3.42897526421362, -0.07294955387330238
400, 4.556185392584029, -0.11893136005083949
500, 5.674506257367739, -0.1749620961654592
600, 6.781747730426024, -0.24149269318401467
700, 7.877909811759003, -0.3185231511060669
800, 8.960093789020512, -0.4052805102083632
900, 10.029265899659299, -0.5020224237318778
1000, 11.083493668777981, -0.6082335851942235
1100, 12.11962073078901, -0.7241072723206705
1200, 13.14009486707241, -0.8482263166961723
1300, 14.140535821350829, -0.9814925802531684
1400, 15.121201246865434, -1.1229398255430767
1500, 16.081382559408976, -1.2713441618759593
1600, 17.01959821504991, -1.4283804109080003
1700, 17.935654936063557, -1.5908922070520455
1800, 18.82807117851843, -1.760554371964059
1900, 19.69639601144842, -1.9351767775056299
2000, 20.540629434853336, -2.1147594236765905
2100, 21.358838973836228, -2.2987870039946707
2200, 22.151282281637634, -2.486293281011002
2300, 22.917250774050466, -2.676054364035926
2400, 23.657002104316003, -2.8671040156204195
2500, 24.369312381744056, -3.060150819972253
2600, 25.055920803506982, -3.2525537179862143
2700, 25.714379588224894, -3.44572987807774
2800, 26.34739417051913, -3.6372958943826488
2900, 26.953740659699484, -3.827960351108712
3000.0, 32.073773967290634, -5.7562577683026435
