time step, x, y
100, 0.7336893755002303, -0.005468114686137268
200, 1.4487080872944313, -0.014313553281120162
300, 2.147178090750163, -0.025831116934119325
400, 2.8252824097320364, -0.038461737595664514
500, 3.484858376540957, -0.05347986024910334
600, 4.125058480792858, -0.06975335144414918
700, 4.743618455587827, -0.08897723194914686
800, 5.340822923991805, -0.10917185793004736
900, 5.914692242170201, -0.13005260632071192
1000, 6.466073920507578, -0.15275161057115438
1100, 6.991998493252215, -0.17684193608259235
1200, 7.491476138487398, -0.20218127132186892
1300, 7.963659345828786, -0.22763748283900231
1400, 8.407415981826304, -0.2540580810182055
1500, 8.821756224562916, -0.28130075432615986
1600, 9.205832563654461, -0.30823336931325385
1700, 9.558655177183791, -0.3347136144461531
1800, 9.881213887068215, -0.3608838012578708
1900, 10.17266118292326, -0.3856117962985217
2000, 10.432997064749282, -0.40889759956804217
2100, 10.664058864847252, -0.4320156560493291
2200, 10.86528369589916, -0.4518541884580638
2300, 11.040346222507416, -0.47096208676079687
2400, 11.188541245820854, -0.4872173955899197
2500, 11.312838231590826, -0.5010470495443908
2600, 11.414084690201273, -0.5135831820745935
2700, 11.495534710469768, -0.5232730839451316
2800, 11.560015446614587, -0.5315335116719162
2900, 11.607669210168567, -0.537374643338075
3000, 11.691804073122453, -0.5494711236417331
