time step, x, y
100, 0.06606511698690945, 0.0006327065080389397
200, 0.1360692132235293, 0.0024837899975022034
300, 0.20912374537905018, 0.0035013024307277672
400, 0.28811423254682295, 0.005847136395435439
500, 0.3731506192770252, 0.007524316128976466
600, 0.4661749090572799, 0.009641274062742386
700, 0.5681306174935419, 0.013251470353073967
800, 0.6801811492922287, 0.01541441363113423
900, 0.8041585633907917, 0.019235512090849963
1000, 0.9402277766142075, 0.021719302088345917
1100, 1.090275820174966, 0.02497270393610785
1200, 1.2553561542292941, 0.02805220202817458
1300, 1.4364672666586398, 0.03101276863947086
1400, 1.6326656418564798, 0.032800943613624664
1500, 1.8458383110351846, 0.03552364726322901
1600, 2.0750417585890264, 0.03812741943195565
1700, 2.3222729602799603, 0.04072220467017165
1800, 2.5855349403458168, 0.0431980584272704
1900, 2.866769702273739, 0.04666341313507248
2000, 3.1639802703017663, 0.051008324243324354
2100, 3.479163620191986, 0.05634273630205877
2200, 3.8103227761818625, 0.0625567047611045
2300, 4.1584012538778, 0.07070368977694078
2400, 4.52439754116113, 0.0808386636244861
2500, 4.906314662269085, 0.0928516817536702
2600, 5.30509613280808, 0.1077962043207453
2700, 5.72074195277811, 0.12567223132582495
2800, 6.1542506100602745, 0.14653473504392867
2900, 6.604623616773485, 0.1703287431998099
3000, 12.827546849467346, 0.6521455548607489
